Timestamp,Number,A1,A2,A3_1,A3_2,A3_3,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_9,B3_10,B3_11,B3_12,B3_13,B3_average,B4_1,B4_2,B4_3,B4_4,B4_5,B4_6,B4_7,B4_8,B4_9,B5_1,PerceivedBeingInfluenced,B5_2,B5_3,B5_4,B6_1,PerceivedInfluence,BothSpheres,SphereofInfluence,B6_2,B6_3,B6_4,B6_5,C1_1,C1_2,C1_3,C1_4,C2_1,C2_2,C2_3,C2_4,C3_1,C3_2,C3_3,C3_4,C4_1,C4_2,C4_3,NeighborPlantVariety,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,E6,F1,F2,F3,F4,F5,F6,F7,F8,F9,F9_1,F10,F11,Quality Assessment
44375.78,465,0,1,0,0,0,0,"b, c, d",2,1,1,0,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,3,1,6,3,1,"a, b, c",3,3,4,1,1,0,4,4,"a, c, d, e",0,1,3,"a, b, c, d, f",4,"a, c, d, e",4,"a, c, e, f, g, h",4,1,1,1,0,18,1,Student,5,1000000,2,"d, e","a, b, c, d, e, f, g, h, i, j",1,c,Tien Giang,Warning
44380.59,368,0,1,0,0,0,0,a,3,1,1,0,1,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,2,1,6,3,1,a,3,2,1,0,4,1,4,4,a,0,0,,,,,1,a,1,0,1,1,1,20,1,Student,4,<100000000,NA,a,a,0,c,HCM,Warning
44376.4,453,0,1,0,0,0,0,"a, c",2,1,1,0,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,3,1,6,3,1,c,1,1,4,1,3,1,4,4,"c, e",0,1,1,,4,"a, c, e",2,"a, c, g, h",3,1,1,1,0,22,1,Student,4,6000000,3,f,"b, c",0,a,HN,Warning
44381.61,342,0,1,0,0,0,0,a,2,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,6,3,1,a,3,2,4,1,3,1,3,3,a,0,1,3,"a, b",3,c,2,"a, b, c, g",3,1,1,1,0,21,1,Student,4,1000000,2,a,"a, b, c, d, e",0,a,HCM,Warning
44380.88,344,0,1,0,0,0,0,a,2,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,6,3,1,a,3,2,4,1,3,1,3,3,a,0,1,3,"a, b",3,c,2,"a, b, c, g",3,1,1,1,0,21,1,Student,4,1000000,2,a,"a, b, c, d, e",0,a,HCM,Warning
44380.56,397,0,1,0,0,0,0,a,2,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,6,3,1,a,3,2,4,1,3,1,3,3,a,0,1,3,"a, b",3,c,2,"a, b, c, g",3,1,1,1,0,21,1,Student,4,1000000,2,a,"a, b, c, d, e",0,a,HCM,Warning
44372.76,477,0,1,0,0,0,0,c,3,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,2,2,0,e,0,1,4,1,3,1,2,3,d,0,1,1,,3,c,1,b,4,1,1,1,0,24,2,Student,4,0,1,c,c,0,a,HCM,Warning
44372.59,489,0,1,0,0,0,0,c,3,1,1,0,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,3,1,b,1,2,4,1,4,1,4,4,e,0,0,,,,,2,a,2,0,1,1,0,19,1,Student,4,0,1,d,b,0,c,Ben Tre,Warning
44380.56,396,0,1,0,0,0,0,c,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,3,1,c,3,3,4,1,4,1,4,3,e,0,1,3,"b, e, f",3,d,4,"b, c, d, f, g",3,1,1,1,1,20,1,Student,3,NA,NA,"d, e",c,0,b,,Warning
44392.4,129,0,1,1,0,0,1,"a, c, d",1,2,1,0,1,1,2,3,3,3,4,4,2,4,4,4,2,3,2,2,2,3,4,4,4,3,3,3,4,4,3,2,0,2,3,3,3,1,0,3,3,4,4,4,3,1,6,3,1,d (bird),1,3,4,1,4,1,3,2,"c, d, e",0,0,,,,,1,,3,1,1,1,0,21,1,Student,4,2- 3000000,2,"b, c, d, e","a, b, c, d, e, f, g, h, i, j",1,c,HN,Qualified
44375.98,457,0,1,0,0,0,0,b,3,1,1,0,1,1,3,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3.769230769,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,2,1,5,2,0,e,0,2,3,1,3,1,3,3,"c, d, e",0,0,,,,,2,"a, b, c, d, e, h",3,1,1,1,0,22,1,Student,4,<5000000,2,f,"a, b, c, e, i",0,a,HN,Qualified
44380.66,358,0,1,0,0,0,0,"b, c",2,1,1,0,2,3,3,3,4,4,3,4,3,4,4,4,4,4,3,3,3,3.615384615,4,4,4,3,4,3,4,3,3,3,1,3,3,3,3,1,1,1,3,4,4,4,2,1,4,2,1,a,2,3,4,1,4,1,2,3,"c, d, e",0,1,3,"a, b, c, e, f, g",2,"a, b, c, d, e",2,"a, b, c, d, g, h",3,1,1,1,1,21,1,Student,4,<1000000,2,"c, d, e","a, b, c, d, h, j",1,a,HCM,Qualified
44375.98,456,0,1,0,0,0,0,b,3,1,1,0,1,1,3,3,4,4,3,2,2,4,4,2,4,4,3,3,4,3.307692308,4,4,4,4,4,4,4,4,4,3,1,2,2,3,4,1,1,1,4,4,4,4,2,1,3,2,0,a,0,1,2,0,3,1,2,4,e,0,0,,,,,2,"b, c",3,1,1,1,0,22,1,Student,4,13000000,4,f,"a, b, c, d, g",1,a,HN ,Qualified
44375.78,464,1,1,0,0,0,0,"b, c, d",3,1,4,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,4,3,1,6,3,1,b,1,3,4,1,3,1,4,3,"c, d",0,1,3,"a, b",3,"a, c, d",5,"g, h",4,1,1,1,1,21,1,Student,4,8000000,3,"c, d, e","a, c, g",1,a,HCM,Qualified
44372.65,479,0,1,0,0,0,0,c,3,1,1,0,1,1,1,3,4,3,4,4,4,4,4,3,4,3,2,2,3,3.384615385,4,4,4,4,4,4,4,2,4,3,1,2,2,3,3,1,1,1,3,3,3,3,2,1,3,3,0,e,0,1,4,1,3,1,4,2,"c, e",0,1,3,b,2,"c, d, e",3,"a, b, c, e, g, h",4,1,1,1,0,21,1,Student,4,5000000,3,f,"a, b, c, e",0,a,HCM ,Qualified
44380.66,355,0,1,0,1,0,1,"a, d",2,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,1,3,3,3,3,1,1,1,3,3,3,3,1,0,0,1,0,e,0,1,1,0,3,1,1,3,e,0,1,2,,2,e,1,f,1,0,1,1,0,21,1,Student,4,4000000,2,f,i,0,a,HCM,Qualified
44380.65,360,0,1,0,0,0,0,c,3,1,1,0,1,1,2,3,4,4,4,2,2,4,4,3,3,4,3,3,3,3.307692308,4,2,4,4,4,4,4,3,4,4,1,4,4,4,4,1,1,1,4,4,4,4,2,1,6,3,0,"a, b",0,1,3,1,3,1,2,3,d,0,0,,,,,2,"c, g",3,1,1,1,0,21,1,Student,4,4000000,2,f,"c, h",1,a,Binh Duong,Qualified
44380.57,386,0,1,0,0,0,0,c,3,1,1,0,2,2,2,3,1,2,1,3,3,3,3,3,3,3,3,3,3,2.615384615,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,3,3,1,b,3,3,3,1,3,1,3,3,c,0,1,3,"a, b, c, f",3,"b, c, d, e",3,"a, b, c",4,1,1,1,0,21,1,Student,4,4000000,2,"a, b","a, c, d, e, g",1,a,Ben Tre,Qualified
44380.55,407,0,1,0,0,0,0,"a, b, c, d, e",2,2,1,0,1,1,3,3,3,3,4,4,3,3,4,3,3,3,2,2,3,3.076923077,4,4,4,4,4,4,4,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,3,1,b,1,2,4,1,4,1,2,3,"a, d, e",0,1,3,"b, c",2,"a, d, e",1,"b, c",4,1,1,1,0,21,1,Student,4,3800000,2,b,"a, b, c, d, e, f, g, h, i",1,a,HCM,Qualified
44372.59,488,0,1,0,0,0,0,c,2,1,1,0,1,1,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3.384615385,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,3,1,6,3,1,b,2,1,3,1,4,1,4,4,c,0,0,,,,,3,"a, b, c",4,1,1,1,0,18,1,Student,3,3000000,2,b,"a, c, d, g, h",1,a,HCM,Qualified
44380.57,377,0,1,0,0,0,0,"a, b, c",3,2,2,1,1,1,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3.923076923,4,4,4,3,4,4,4,3,3,3,1,3,3,3,3,1,1,1,3,3,4,4,3,1,6,3,1,"b, c",2,1,4,1,4,1,2,3,"a, d",0,1,3,"a, c",3,"a, d, e",2,"a, b, c, d, h",3,1,1,1,0,21,1,Student,4,3000000,2,b,"a, b, c, d, h",1,b,Dong Nai,Qualified
44380.56,400,0,1,0,1,0,1,a,1,2,2,1,1,1,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3.307692308,4,4,4,3,4,4,4,4,4,4,1,4,4,4,3,1,1,1,3,3,3,3,3,1,6,3,1,b,1,1,4,1,4,1,4,4,a,0,0,,,,,2,"a, b, c, g, h",4,1,1,1,0,21,1,Student,4,3000000,2,"c, d, e","a, b, c, d, e, f, h, i",1,a,Vung Tau,Qualified
44380.8,347,0,1,0,0,0,0,"a, b, c",2,1,1,0,2,1,2,3,3,3,3,3,3,3,3,3,4,2,2,2,3,2.846153846,3,3,3,3,3,4,4,3,3,2,0,2,2,2,3,1,0,3,3,3,3,4,2,1,6,1,1,c,1,3,4,1,3,1,3,3,"c, d, e",0,1,3,"a, b, f, g",1,"b, c",1,a,3,1,1,1,1,21,1,Student,4,2500000,2,"b, d, e","a, b, c, d, e, f, g, h, i",1,a,HCM,Qualified
44380.61,364,0,1,0,0,0,0,"b, c",3,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3.230769231,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,1,0,0,1,0,a,0,2,4,1,3,1,3,2,d,0,1,3,c,2,d,1,h,1,0,1,0,0,21,1,Student,4,2000000,2,d,"a, b, c, d, e, h, i",1,a,Binh Duong,Qualified
44392.55,118,0,1,1,0,0,1,a,3,1,2,1,1,1,3,3,4,4,4,3,4,3,3,2,3,3,3,3,4,3.307692308,3,4,4,3,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,2,1,5,3,1,b,1,1,4,1,4,1,2,4,"a, d, e",0,0,,,,,2,"a, b, h, i (education)",3,1,1,1,0,21,1,Student,3,1500000,2,"d, e","a, b, c, d, h, i",1,a,HN,Qualified
44376.88,448,0,1,0,0,0,0,"a, c",3,1,1,0,2,2,2,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3.307692308,4,4,4,3,3,3,3,3,4,4,1,4,4,4,4,1,1,1,4,4,4,4,2,1,6,3,1,c,2,1,4,1,3,1,3,3,"a, c, d, e",0,1,3,"a, f",3,"a, b, e",2,"a, b, c, g, h",3,1,1,1,0,20,1,Student,4,1000000,2,c,"a, b, c, d, e, f, g, i",1,a,HCM,Qualified
44372.91,475,0,1,0,0,0,0,c,2,1,1,0,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4,1,1,1,4,4,4,4,3,1,6,3,1,b,1,3,4,1,3,1,4,4,d,0,1,3,"a, b, c",3,"a, c, d",3,"b, c, f, g",4,1,1,1,0,19,1,Student,4,0,1,"c, d, e","a, c, d, f, g, h, i, j",1,a,HCM,Qualified
44382.04,333,0,1,1,0,0,1,a,3,2,1,0,2,1,1,2,3,3,3,3,1,4,1,1,1,1,1,4,1,2.076923077,3,2,3,3,3,3,2,1,1,2,0,2,2,2,3,1,0,3,3,3,3,3,2,1,2,1,1,"a, b",2,1,2,0,3,1,2,3,"c, e",0,1,3,"a, b, c, f",2,"b, c, d, e",2,"a, b, c, e, g, h",2,0,1,0,1,20,1,Student,3,0,1,f,"a, b, c, e, h",1,a,HN,Qualified
44382.36,332,0,1,0,0,0,0,"b, c",3,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,4,2,1,6,3,0,e,0,1,3,1,3,1,2,3,"c, d, e",0,1,2,,3,"d, e",1,"b, c, g",3,1,1,0,0,21,1,Student,3,0,1,f,"b, c, d, h",1,a,HN,Qualified
44375.81,463,0,1,0,0,0,0,"b, c, d",3,1,1,0,1,1,3,3,3,3,3,2,2,2,2,2,1,1,3,3,2,2.230769231,3,3,3,3,3,3,3,3,3,2,0,2,2,2,3,1,0,3,3,3,3,3,3,1,6,1,0,e,0,1,4,1,2,0,3,2,"d, e",0,0,,,,,2,i (education),1,0,1,1,1,22,1,Student,4,0,1,c,"b, c, d, f, g, h, i",1,a,HCM,Qualified
44372.59,483,0,1,0,0,0,0,b,2,1,1,0,1,1,3,3,3,3,3,3,2,3,3,2,2,3,2,2,2,2.538461538,3,3,3,3,3,3,3,2,3,2,0,3,3,3,3,1,0,3,3,3,3,3,2,1,3,3,0,e,0,1,3,1,3,1,2,2,"c, d, e",0,1,2,,2,"c, d, e",1,,4,1,1,1,0,22,1,Student,4,0,1,d,"c, d, g, h",1,a,HCM,Qualified
44373.64,472,0,1,0,0,0,0,c,1,1,1,0,2,2,3,3,1,1,1,1,1,2,2,2,2,1,2,2,1,1.461538462,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,4,1,1,1,1,3,1,2,2,0,"a, b",3,2,3,1,3,1,2,4,a,0,0,,,,,2,g,4,1,1,1,1,18,1,Student,4,NA,NA,b,a,0,b,HCM,Qualified
44390.42,217,0,1,0,0,0,0,"b, c, d",3,1,1,0,2,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3.076923077,2,3,3,3,3,3,4,4,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,1,3,1,a,1,1,3,1,3,1,2,3,"c, e",0,0,,,,,1,"g, h",4,1,1,1,0,20,1,Student,4,NA,NA,c,c,0,a,An Giang,Qualified
44383.58,323,0,1,0,0,0,0,"b, c",3,2,1,0,2,1,3,3,3,3,4,4,3,4,4,3,4,4,3,3,3,3.461538462,4,4,3,3,4,3,4,3,4,3,1,3,4,4,4,1,1,1,4,4,4,4,1,0,0,1,1,b,1,3,3,1,3,1,3,3,"c, d, e",0,1,3,"a, c, f",3,"c, d, e",2,"c, d, h",3,1,1,1,0,20,1,Student,4,NA,NA,"c, d, e","c, d, e, f, h, i",1,a,HCM,Qualified
44381.94,334,0,1,0,0,0,0,"b, c",3,1,1,0,1,1,3,3,2,3,3,3,2,3,3,2,3,3,2,2,2,2.538461538,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,1,1,b,1,3,4,1,3,1,4,4,c,0,0,,,,,1,c,2,0,1,1,0,20,1,Student,4,NA,NA,"b, c, d, e",c,0,a,HN,Qualified
44380.83,346,0,1,1,0,0,1,b,1,1,1,0,2,1,3,3,4,3,2,4,4,4,4,2,4,4,4,4,2,3.461538462,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,2,1,2,3,0,a,1,2,3,1,3,1,4,3,"c, d, e",0,1,5,"a, b, c, d, e, f, g",3,"b, c, d, e",1,"a, b, d, e, f",4,1,1,1,0,20,1,Student,5,NA,NA,"c, e","a, b, c, d, e, f, g, h, i, j",1,a,HCM,Qualified
44392.42,125,0,1,0,0,0,0,"b, c",3,1,1,0,1,1,3,3,3,3,4,4,3,4,4,4,4,3,3,3,2,3.384615385,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4,1,1,1,4,4,4,4,3,1,6,3,1,b,3,1,3,1,4,1,4,4,"c, e",0,1,3,"b, c",3,"d, e",2,"a, g, h",3,1,1,1,0,21,1,Student,4,NA,NA,c,"a, b, c, e, g, h, i",1,a,HN,Qualified
44380.54,409,1,1,0,0,0,0,c,3,1,1,0,2,1,2,3,3,2,4,4,3,3,3,3,4,4,3,4,3,3.307692308,4,4,3,4,3,4,4,3,3,4,1,4,4,4,3,1,1,1,3,3,4,4,3,1,5,1,0,e,0,1,3,1,3,1,2,3,"a, c, d, e",0,1,3,"a, b, c",3,"a, b, d, e",1,"a, c, d, e, g",2,0,1,1,0,21,1,Student,4,NA,NA,f,"c, d, e, g, h, i",1,a,HCM,Qualified
44367.71,538,0,1,0,0,0,0,"a, b",2,1,2,1,2,1,3,3,4,4,4,4,4,4,4,2,2,4,4,4,4,3.692307692,4,4,4,4,3,3,4,3,4,4,1,4,4,4,4,1,1,1,4,4,4,4,3,1,6,3,1,c,1,3,4,1,4,1,3,4,"a, d",0,1,3,"a, b, f",4,"a, d, e",5,"b, c",3,1,1,1,0,22,1,Student,4,NA,NA,"a, b, c, d, e","a, b, c, e, f, g, h, i",1,a,HN,Qualified
44382.95,324,0,1,0,0,0,0,c,3,1,1,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,1,1,"a, b, c",3,1,4,1,3,1,1,3,"a, d",0,1,3,"a, b, d",3,"a, d",2,"b, e, f",3,1,1,1,0,24,2,Student,4,NA,NA,f,"b, c, g",1,a,Thu Duc,Qualified
44382.51,329,0,1,0,0,0,0,c,3,1,1,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,1,1,"a, b, c",3,1,4,1,3,1,1,3,"a, d",0,1,3,"a, b, d",3,"a, d",2,"b, e, f",3,1,1,1,0,24,2,Student,4,NA,NA,f,"b, c, g",1,a,Thu Duc,Qualified
8/7/2021 6:44,580,0,1,0,0,0,0,a,3,1,1,0,2,1,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3.846153846,4,4,4,4,4,4,4,3,4,4,1,4,4,4,4,1,1,1,3,4,4,4,2,1,2,3,1,d (rabbit),1,3,3,1,3,1,1,3,"c, d, e",0,1,3,"a, c, f",3,"b, c, d, e",2,"a, b, c",3,1,1,1,0,23,2,Student,5,18000000,5,"b, c, d, e","a, b, c, d, f, h",1,b,HCM,Qualified
44376.83,449,0,1,0,0,0,0,"b, c, d",1,2,1,0,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,3,3,3,4,1,1,1,4,4,4,4,1,0,0,1,1,b,0,1,4,1,3,1,4,4,"a, c, d, e",0,1,4,"a, b, f",4,"a, b, c, d",1,"a, b, c, d, e, f, g, h",3,1,1,0,1,20,1,Student,4,0,1,f,"a, b, c, d, f, g, i",1,a,HCM ,Warning
44380.57,376,0,1,0,0,0,0,"b, c",2,2,2,1,2,2,2,3,1,1,1,1,3,1,1,3,1,3,1,1,1,1.461538462,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,4,1,1,1,1,3,1,6,3,1,"a, b, c",3,3,4,1,3,1,4,4,"a, d, e",0,1,3,"a, c, f, g",3,"a, b, c, e",3,"a, d, f, g, h",3,1,1,1,0,20,1,Student,4,4-6000000,3,"a, e","a, b, c, d, h, i",1,b,HCM ,Qualified
44388.92,255,0,1,0,0,0,0,"a, b, c",3,2,2,1,1,2,2,3,4,4,4,4,2,3,3,3,4,4,4,4,4,3.615384615,4,4,4,3,4,4,4,2,4,3,1,3,2,3,4,1,1,1,4,4,4,3,3,1,4,3,1,c,1,3,3,1,4,1,1,3,"a, d, e",0,1,3,"a, f",3,"a, b, d, e",1,"b, h",4,1,1,1,1,27,2,IT,4,15000000,5,"c, d","a, b, c, d, e, h, i",1,a,HCM,Qualified
44380.69,354,0,1,0,0,0,0,c,3,1,1,0,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,1,0,0,1,0,e,0,1,1,0,2,0,1,1,e,0,0,,,,,1,a,1,0,0,0,0,20,1,Student,4,NA,NA,d,d,0,c,HCM ,Warning
44372.62,480,0,1,0,0,0,0,c,1,1,1,0,2,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4,1,1,1,4,4,4,4,3,1,6,3,1,"a, b, c, d (mouse)",3,3,4,1,3,1,4,3,"a, c, d, e",0,1,1,,3,"a, b, c, d",4,"a, b, c, g, h",4,1,1,1,0,20,1,Student,4,NA,NA,"a, d, e","a, b, c, d, f, g, h",1,b,HCM,Qualified
44380.73,348,0,1,0,0,0,0,"b, c, d",1,1,1,0,1,1,3,3,4,4,2,1,1,4,4,3,1,3,3,3,3,2.769230769,3,4,3,3,3,3,4,4,4,2,0,2,2,2,3,1,0,3,3,3,3,3,2,1,2,3,1,b,1,1,2,0,3,1,1,3,"c, e",0,1,3,"b, f",3,"c, d",2,"c, h",3,1,1,1,1,23,2,Student,4,NA,NA,f,"a, b, c, d, g, h, i",1,a,HCM,Qualified
44388.69,265,1,1,0,0,0,0,"a, b",2,1,1,0,1,2,2,3,4,4,4,4,2,4,4,2,4,4,3,3,3,3.461538462,4,4,4,4,3,3,4,3,3,2,0,2,2,2,3,1,0,3,3,3,3,3,2,1,6,1,0,e,0,2,3,1,2,0,3,3,e,0,0,,,,,1,"a, b, c, e, f, g, h",4,1,1,1,1,30,2,Unemployment,4,0,1,a,"a, b, c, h",1,a,Gia lai,Qualified
44388.65,273,1,1,0,0,0,0,"a, b, c",2,1,1,0,2,1,4,3,3,2,4,3,3,4,4,4,4,4,4,4,4,3.615384615,4,4,4,4,4,4,3,4,3,3,1,3,3,3,3,1,1,1,3,3,4,4,2,1,6,3,1,c,3,1,4,1,4,1,2,2,"c, d, e",0,0,,,,,1,"a, b, c, f, g, h",3,1,1,1,1,37,3,Designer,4,16000000,5,f,"b, c, e, f, g, h",1,a,HCM,Qualified
44388.64,275,0,1,1,1,0,1,"a, c",3,1,1,0,2,2,4,3,3,3,2,3,2,3,3,2,3,3,2,2,1,2.461538462,3,3,3,3,4,4,3,3,3,3,1,3,3,4,3,1,1,1,3,3,4,4,3,1,6,3,1,"b, c",1,1,3,1,3,1,2,4,"c, d, e",0,1,3,"a, f",3,"c, d, e",2,"b, c, e, g, h",3,1,1,1,1,53,5,Engineer,3,8000000,3,"a, c, d, e","a, b, c, g, h, i",1,a,HCM,Qualified
44380.7,352,0,1,0,0,0,0,a,3,1,4,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3.923076923,3,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,2,1,3,3,1,b,2,2,3,1,3,1,3,3,a,0,0,,,,,3,b,3,1,1,0,0,31,3,Freelancer,5,5000000,3,"b, d","a, d, e, g",1,a,HCM,Qualified
44388.41,302,0,1,0,0,0,0,a,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,2,3,0,e,0,1,2,0,1,0,2,2,c,0,0,,,,,2,"c, g, h",4,1,1,1,0,30,2,Officier,5,8000000,3,f,e,0,a,HCM ,Warning
44367.83,522,0,1,1,0,0,1,f (Tourism),3,1,1,0,1,1,2,3,3,3,3,2,2,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,1,3,3,3,4,1,1,1,4,4,4,4,3,1,6,3,0,e,0,1,3,1,3,1,2,3,"c, d",0,1,3,"a, d",3,"b, c, d",3,"b, c, e",4,1,1,1,0,38,3,Officier,5,50000000,7,c,"a, c, f, i",1,a,HCM,Qualified
44396.61,79,0,1,0,0,0,0,"a, b, c",2,1,1,0,1,1,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3.384615385,4,3,4,2,3,3,4,3,3,3,1,3,3,3,3,1,1,1,3,3,4,4,2,1,2,3,1,c,1,1,3,1,3,1,4,3,"c, d, e",0,1,3,"a, b, d, e, f, g",3,"c, d, e, f (safety)",2,"a, c, e, f, g, h",3,1,1,1,0,34,3,Officier,3,8000000,3,"a, d","a, b, c, e, h, i",1,b,HCM,Qualified
7/30/2021 14:37,560,0,1,0,0,0,0,"a, b, c, d",3,1,1,0,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,3,1,6,3,1,a,1,1,4,1,4,1,4,4,c,0,0,,,,,1,h,4,1,1,1,0,26,2,Officier,5,10000000,3,g,c,0,c,HCM,Qualified
7/29/2021 16:21,543,0,1,0,0,0,0,a,2,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,4,2,2,2,2,1,0,0,2,0,e,0,1,1,0,3,1,2,2,c,0,0,,,,,1,a,1,0,0,0,0,32,3,Officier,4,10000000,3,b,a,0,a,HCM,Qualified
44392.38,136,0,1,0,0,0,0,"c, d",2,1,1,0,1,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2.923076923,3,3,3,3,3,3,4,3,3,3,1,3,3,3,3,1,1,1,3,3,4,4,2,1,6,3,0,e,0,1,1,0,3,1,3,4,e,0,1,3,"d, g",4,e,3,"b, c, g, h",4,1,1,1,0,32,3,Government officer,5,7000000,3,"c, d, e","c, f, h",1,a,Binh Duong,Qualified
7/30/2021 14:55,564,1,2,0,0,0,0,"a, b, c, d",3,1,1,0,1,1,2,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,4,2,3,2,0,2,2,4,3,1,0,3,3,3,4,4,2,1,6,3,1,"a, b",2,1,3,1,3,1,3,3,"a, d, e",0,0,,,,,2,"a, b, c, d, g, h",3,1,1,1,0,24,2,Customer care,4,10000000,3,g,"a, b, c, d, e, f, g, i",1,a,HN,Qualified
44388.41,304,1,2,1,1,1,1,a,3,1,1,0,1,1,2,3,4,4,3,3,2,3,3,2,2,1,1,1,1,2.307692308,2,4,4,4,4,4,3,3,4,2,0,3,3,3,2,0,0,4,2,4,4,4,2,1,6,3,0,e,0,1,3,1,3,1,2,4,"c, d, e",0,1,1,,3,"a, b, c, d",1,,3,1,1,1,1,32,3,Government officer,4,15000000,5,c,"a, b, c, e, h",1,a,HCM,Qualified
